utterance_id,emotion,start_sec,end_sec,source_emotion_file,duration_sec,session,speaker,gender_proxy
Ses01F_script01_1_F031,fru,304.23,308.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.75,Ses01,Ses01F,F
Ses01F_script01_1_F032,fru,309.04,312.7098,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.6697999999999524,Ses01,Ses01F,F
Ses01F_script01_1_F033,fru,312.74,318.2648,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.524799999999971,Ses01,Ses01F,F
Ses01F_script01_1_F034,neu,323.3348,326.075,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.7402000000000157,Ses01,Ses01F,F
Ses01F_script01_1_F035,ang,341.97,344.8052,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.835199999999986,Ses01,Ses01F,F
Ses01F_script01_1_F036,xxx,349.63,352.5866,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.9565999999999804,Ses01,Ses01F,F
Ses01F_script01_1_F037,ang,356.4,359.87,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.4700000000000273,Ses01,Ses01F,F
Ses01F_script01_1_F038,ang,361.81,364.61,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.8000000000000114,Ses01,Ses01F,F
Ses01F_script01_1_F039,fru,382.6,387.97,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.3700000000000045,Ses01,Ses01F,F
Ses01F_script01_1_F040,fru,389.54,392.9042,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3641999999999825,Ses01,Ses01F,F
Ses01F_script01_1_F041,ang,394.91,404.69,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.779999999999973,Ses01,Ses01F,F
Ses01F_script01_1_F042,ang,406.39,409.46,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.069999999999993,Ses01,Ses01F,F
Ses01F_script01_1_F043,fru,412.7875,416.2484,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.460899999999981,Ses01,Ses01F,F
Ses01F_script01_1_F044,fru,420.35,423.2141,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.864099999999951,Ses01,Ses01F,F
Ses01F_script01_1_M000,neu,11.9892,15.1219,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.1327,Ses01,Ses01F,F
Ses01F_script01_1_M001,neu,19.0456,22.3962,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3506,Ses01,Ses01F,F
Ses01F_script01_1_M002,neu,24.8,35.9971,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.197100000000002,Ses01,Ses01F,F
Ses01F_script01_1_M003,neu,38.66,40.53,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,1.8700000000000045,Ses01,Ses01F,F
Ses01F_script01_1_M004,neu,44.55,47.23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6799999999999997,Ses01,Ses01F,F
Ses01F_script01_1_M005,fru,51.43,59.55,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.119999999999997,Ses01,Ses01F,F
Ses01F_script01_1_M006,xxx,62.1628,68.25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,6.087200000000003,Ses01,Ses01F,F
Ses01F_script01_1_M007,neu,70.0764,78.8718,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.795399999999987,Ses01,Ses01F,F
Ses01F_script01_1_M008,fru,81.4068,89.4307,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.023899999999998,Ses01,Ses01F,F
Ses01F_script01_1_M009,fru,89.7172,101.38,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.66279999999999,Ses01,Ses01F,F
Ses01F_script01_1_M010,neu,102.1,104.72,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6200000000000045,Ses01,Ses01F,F
Ses01F_script01_1_M011,fru,108.1897,118.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.280299999999997,Ses01,Ses01F,F
Ses01F_script01_1_M012,neu,130.76,134.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.8300000000000125,Ses01,Ses01F,F
Ses01F_script01_1_M013,fru,141.05,149.75,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,8.699999999999989,Ses01,Ses01F,F
Ses01F_script01_1_M014,neu,153.886,155.8699,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,1.9839000000000055,Ses01,Ses01F,F
Ses01F_script01_1_M015,neu,161.998,165.3487,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3507000000000176,Ses01,Ses01F,F
Ses01F_script01_1_M016,neu,169.7574,172.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.422600000000017,Ses01,Ses01F,F
Ses01F_script01_1_M017,neu,174.7833,177.72,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.936700000000002,Ses01,Ses01F,F
Ses01F_script01_1_M018,fru,179.28,181.9475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6674999999999898,Ses01,Ses01F,F
Ses01F_script01_1_M019,ang,185.03,195.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.25,Ses01,Ses01F,F
Ses01F_script01_1_M020,fru,197.6,199.7475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.147500000000008,Ses01,Ses01F,F
Ses01F_script01_1_M021,fru,224.7,236.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,11.350000000000023,Ses01,Ses01F,F
Ses01F_script01_1_M022,fru,237.8,240.429,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6289999999999907,Ses01,Ses01F,F
Ses01F_script01_1_M023,neu,245.2786,247.57,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.2913999999999817,Ses01,Ses01F,F
Ses01F_script01_1_M024,neu,251.2965,261.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.753500000000003,Ses01,Ses01F,F
Ses01F_script01_1_M025,neu,262.65,267.2119,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.561900000000037,Ses01,Ses01F,F
Ses01F_script01_1_M026,fru,269.73,274.6626,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.9325999999999794,Ses01,Ses01F,F
Ses01F_script01_1_M027,fru,276.24,278.3659,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.1259000000000015,Ses01,Ses01F,F
Ses01F_script01_1_M028,fru,281.57,283.89,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.319999999999993,Ses01,Ses01F,F
Ses01F_script01_1_M029,fru,285.96,296.03,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.069999999999993,Ses01,Ses01F,F
Ses01F_script01_1_M030,fru,297.0,300.07,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.069999999999993,Ses01,Ses01F,F
Ses01F_script01_1_M031,fru,318.2868,321.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.6931999999999903,Ses01,Ses01F,F
Ses01F_script01_1_M032,fru,325.73,336.5389,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,10.808899999999994,Ses01,Ses01F,F
Ses01F_script01_1_M033,fru,336.7373,342.3143,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.576999999999998,Ses01,Ses01F,F
Ses01F_script01_1_M034,neu,344.4966,350.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,5.653399999999976,Ses01,Ses01F,F
Ses01F_script01_1_M035,fru,352.1016,356.88,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.778399999999976,Ses01,Ses01F,F
Ses01F_script01_1_M036,fru,359.03,362.82,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.7900000000000205,Ses01,Ses01F,F
Ses01F_script01_1_M037,fru,363.87,373.5675,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.697499999999991,Ses01,Ses01F,F
Ses01F_script01_1_M038,fru,373.5975,383.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,9.552499999999952,Ses01,Ses01F,F
Ses01F_script01_1_M039,neu,387.5,390.11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,2.6100000000000136,Ses01,Ses01F,F
Ses01F_script01_1_M040,neu,392.31,395.69,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.3799999999999955,Ses01,Ses01F,F
Ses01F_script01_1_M041,fru,403.43,407.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.6100000000000136,Ses01,Ses01F,F
Ses01F_script01_1_M042,fru,408.96,412.8536,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,3.893599999999992,Ses01,Ses01F,F
Ses01F_script01_1_M043,fru,415.92,420.4807,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_1.txt,4.560699999999997,Ses01,Ses01F,F
Ses01F_script01_2_F000,xxx,6.78,10.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.8099999999999996,Ses01,Ses01F,F
Ses01F_script01_2_F001,xxx,12.71,17.23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,4.52,Ses01,Ses01F,F
Ses01F_script01_2_F002,xxx,21.25,26.41,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,5.16,Ses01,Ses01F,F
Ses01F_script01_2_F003,ang,39.93,42.96,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.030000000000001,Ses01,Ses01F,F
Ses01F_script01_2_F004,ang,44.35,46.3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,1.9499999999999957,Ses01,Ses01F,F
Ses01F_script01_2_F005,ang,47.1,50.85,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.75,Ses01,Ses01F,F
Ses01F_script01_2_F006,ang,52.03,56.42,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,4.390000000000001,Ses01,Ses01F,F
Ses01F_script01_2_F007,ang,57.76,66.65,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,8.890000000000008,Ses01,Ses01F,F
Ses01F_script01_2_F008,ang,67.48,78.26,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,10.780000000000001,Ses01,Ses01F,F
Ses01F_script01_2_F009,ang,82.12,91.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,9.159999999999997,Ses01,Ses01F,F
Ses01F_script01_2_F010,ang,92.36,102.17,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,9.810000000000002,Ses01,Ses01F,F
Ses01F_script01_2_F011,ang,102.26,105.76,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.5,Ses01,Ses01F,F
Ses01F_script01_2_F012,ang,108.2,122.34,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,14.14,Ses01,Ses01F,F
Ses01F_script01_2_F013,ang,122.41,132.62,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,10.210000000000008,Ses01,Ses01F,F
Ses01F_script01_2_F014,fru,137.98,140.69,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.710000000000008,Ses01,Ses01F,F
Ses01F_script01_2_M000,xxx,10.084,13.48,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.396000000000001,Ses01,Ses01F,F
Ses01F_script01_2_M001,neu,16.63,21.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,5.030000000000001,Ses01,Ses01F,F
Ses01F_script01_2_M002,xxx,25.73,33.08,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,7.349999999999998,Ses01,Ses01F,F
Ses01F_script01_2_M003,fru,33.62,40.52,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,6.900000000000006,Ses01,Ses01F,F
Ses01F_script01_2_M004,neu,42.44,45.24,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.8000000000000043,Ses01,Ses01F,F
Ses01F_script01_2_M005,xxx,45.8,47.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,1.7900000000000063,Ses01,Ses01F,F
Ses01F_script01_2_M006,fru,50.6,52.55,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,1.9499999999999957,Ses01,Ses01F,F
Ses01F_script01_2_M007,fru,55.87,58.2,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.3300000000000054,Ses01,Ses01F,F
Ses01F_script01_2_M008,neu,66.1,68.31,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.210000000000008,Ses01,Ses01F,F
Ses01F_script01_2_M009,fru,78.38,82.65,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,4.27000000000001,Ses01,Ses01F,F
Ses01F_script01_2_M010,fru,90.65,94.89,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,4.239999999999995,Ses01,Ses01F,F
Ses01F_script01_2_M011,fru,106.61,108.1825,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,1.5725000000000051,Ses01,Ses01F,F
Ses01F_script01_2_M012,fru,109.38,111.65,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.2700000000000102,Ses01,Ses01F,F
Ses01F_script01_2_M013,fru,121.29,123.23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,1.9399999999999977,Ses01,Ses01F,F
Ses01F_script01_2_M014,fru,124.1625,126.36,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,2.197500000000005,Ses01,Ses01F,F
Ses01F_script01_2_M015,fru,126.58,133.76,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,7.179999999999993,Ses01,Ses01F,F
Ses01F_script01_2_M016,xxx,134.61,138.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,3.4299999999999784,Ses01,Ses01F,F
Ses01F_script01_2_M017,ang,140.92,147.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_2.txt,6.590000000000003,Ses01,Ses01F,F
Ses01F_script01_3_F000,neu,4.8285,8.9243,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.0958000000000006,Ses01,Ses01F,F
Ses01F_script01_3_F001,neu,12.3484,17.0473,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.6989,Ses01,Ses01F,F
Ses01F_script01_3_F002,neu,17.1566,26.1173,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,8.9607,Ses01,Ses01F,F
Ses01F_script01_3_F003,neu,28.31,36.1344,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,7.824400000000001,Ses01,Ses01F,F
Ses01F_script01_3_F004,neu,38.32,41.6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.280000000000001,Ses01,Ses01F,F
Ses01F_script01_3_F005,neu,42.82,47.33,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.509999999999998,Ses01,Ses01F,F
Ses01F_script01_3_F006,neu,49.1,53.9831,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.883099999999999,Ses01,Ses01F,F
Ses01F_script01_3_F007,neu,63.01,65.8944,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.8844000000000065,Ses01,Ses01F,F
Ses01F_script01_3_F008,neu,69.64,75.91,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,6.269999999999996,Ses01,Ses01F,F
Ses01F_script01_3_F009,neu,87.61,94.67,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,7.060000000000002,Ses01,Ses01F,F
Ses01F_script01_3_F010,hap,97.02,98.4227,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,1.40270000000001,Ses01,Ses01F,F
Ses01F_script01_3_F011,hap,98.9525,101.725,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.7724999999999937,Ses01,Ses01F,F
Ses01F_script01_3_F012,hap,108.9225,114.07,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,5.147499999999994,Ses01,Ses01F,F
Ses01F_script01_3_F013,hap,117.0,118.8,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,1.7999999999999972,Ses01,Ses01F,F
Ses01F_script01_3_F014,neu,137.289,142.2065,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.917500000000018,Ses01,Ses01F,F
Ses01F_script01_3_F015,neu,146.98,150.5845,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.6045000000000016,Ses01,Ses01F,F
Ses01F_script01_3_F016,neu,153.3875,156.3762,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.988700000000023,Ses01,Ses01F,F
Ses01F_script01_3_F017,hap,159.06,161.23,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.1699999999999875,Ses01,Ses01F,F
Ses01F_script01_3_F018,xxx,162.8,169.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,6.859999999999985,Ses01,Ses01F,F
Ses01F_script01_3_F019,hap,169.69,172.46,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.7700000000000102,Ses01,Ses01F,F
Ses01F_script01_3_F020,hap,186.209,193.68,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,7.471000000000004,Ses01,Ses01F,F
Ses01F_script01_3_F021,hap,196.14,198.895,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.755000000000024,Ses01,Ses01F,F
Ses01F_script01_3_F022,neu,200.92,206.29,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,5.3700000000000045,Ses01,Ses01F,F
Ses01F_script01_3_F023,xxx,212.5813,215.67,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.0886999999999887,Ses01,Ses01F,F
Ses01F_script01_3_F024,xxx,218.54,222.9675,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.427500000000009,Ses01,Ses01F,F
Ses01F_script01_3_F025,xxx,225.04,232.9798,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,7.9398000000000195,Ses01,Ses01F,F
Ses01F_script01_3_F026,xxx,240.62,243.65,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.030000000000001,Ses01,Ses01F,F
Ses01F_script01_3_F027,xxx,247.48,250.62,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.140000000000015,Ses01,Ses01F,F
Ses01F_script01_3_F028,neu,259.13,261.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.5300000000000296,Ses01,Ses01F,F
Ses01F_script01_3_F029,neu,266.31,268.5425,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.232500000000016,Ses01,Ses01F,F
Ses01F_script01_3_F030,sad,270.66,273.26,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.599999999999966,Ses01,Ses01F,F
Ses01F_script01_3_F031,neu,344.18,345.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,1.5600000000000023,Ses01,Ses01F,F
Ses01F_script01_3_F032,xxx,415.8011,419.8444,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.043299999999988,Ses01,Ses01F,F
Ses01F_script01_3_F033,xxx,422.467,432.4477,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,9.980700000000013,Ses01,Ses01F,F
Ses01F_script01_3_F034,xxx,432.557,450.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,17.91300000000001,Ses01,Ses01F,F
Ses01F_script01_3_F035,hap,459.57,463.06,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,3.490000000000009,Ses01,Ses01F,F
Ses01F_script01_3_M000,neu,8.59,13.17,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,4.58,Ses01,Ses01F,F
Ses01F_script01_3_M001,neu,26.0445,28.8493,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.8048,Ses01,Ses01F,F
Ses01F_script01_3_M002,xxx,36.1709,38.5386,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.3676999999999992,Ses01,Ses01F,F
Ses01F_script01_3_M003,neu,41.0,43.32,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.3200000000000003,Ses01,Ses01F,F
Ses01F_script01_3_M004,neu,47.21,49.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.299999999999997,Ses01,Ses01F,F
Ses01F_script01_3_M005,neu,54.62,63.9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,9.280000000000001,Ses01,Ses01F,F
Ses01F_script01_3_M006,xxx,67.6792,69.8648,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,2.185600000000008,Ses01,Ses01F,F
Ses01F_script01_3_M007,xxx,78.08,87.25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,9.170000000000002,Ses01,Ses01F,F
Ses01F_script01_3_M008,hap,98.07,105.58,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,7.510000000000005,Ses01,Ses01F,F
Ses01F_script01_3_M009,hap,106.5092,114.9575,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,8.448299999999989,Ses01,Ses01F,F
Ses01F_script01_3_M010,hap,115.2878,126.545,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01F_script01_3.txt,11.257199999999997,Ses01,Ses01F,F
